Airport,DelayTime
Airport05,2.5
Airport10,3
Airport10,7.333333333
Airport10,36.5
Airport05,9.333333333
Airport10,9
Airport10,20
Airport10,7
Airport05,6.5
Airport05,12.5
Airport05,2.5
Airport08,11.5
Airport10,9.666666667
Airport19,5
Airport10,5
Airport10,35.33333333
Airport02,22.5
Airport20,11
Airport08,3
Airport05,17.5
Airport10,5.333333333
Airport05,3.5
Airport05,8
Airport05,6
Airport05,25
Airport05,12.5
Airport19,8
Airport08,6.5
Airport10,7.333333333
Airport20,30
Airport10,6
Airport10,16
Airport08,3
Airport05,4
Airport10,4.666666667
Airport19,7
Airport11,17.5
Airport05,4
Airport05,5.5
Airport05,14
Airport05,6.5
Airport05,11.5
Airport10,9.666666667
Airport10,15
Airport10,13
Airport05,57.5
Airport05,9
Airport05,9
Airport19,8.5
Airport02,55.5
Airport14,16.5
Airport10,6.666666667
Airport05,14
Airport08,1.5
Airport08,10
Airport05,13.5
Airport05,27.5
Airport05,7.5
Airport10,23.66666667
Airport09,25
Airport08,3
Airport08,14
Airport11,10
Airport14,12.5
Airport10,4.666666667
Airport08,42.5
Airport04,52
Airport10,33
Airport05,25
Airport10,27.5
Airport05,5
Airport04,57.33333333
Airport05,160
Airport10,22.5
Airport10,5
Airport05,3.5
Airport10,22.33333333
Airport10,14
Airport10,15
Airport05,5
Airport10,22.66666667
Airport10,25.33333333
Airport05,17.5
Airport05,7.5
Airport08,45
Airport10,9.333333333
Airport10,20.66666667
Airport10,11
Airport05,3
Airport10,7.5
Airport05,12
Airport05,10
Airport05,7.333333333
Airport08,16
Airport08,27.5
Airport10,6.333333333
Airport10,10.66666667
Airport10,14
Airport10,9.333333333
Airport10,6
Airport10,45
Airport09,22.5
Airport05,83
Airport18,6
Airport05,4
Airport05,27.5
Airport05,71.5
Airport10,14.33333333
Airport10,10.66666667
Airport10,30
Airport05,2
Airport05,7.333333333
Airport05,8.666666667
Airport10,32.5
Airport05,8.5
Airport10,12.5
Airport19,5
Airport05,7
Airport10,6
Airport10,3.333333333
Airport10,8.333333333
Airport05,3.333333333
Airport05,7.5
Airport08,17.5
Airport10,12
Airport11,39.5
Airport10,15
Airport08,4.5
Airport19,14
Airport08,17.66666667
Airport08,10.66666667
Airport11,6.5
Airport05,7
Airport05,11
Airport07,12.5
Airport08,16
Airport08,22.5
Airport10,13.5
Airport10,15
Airport05,20.33333333
Airport05,21.66666667
Airport02,22.5
Airport05,25
Airport08,19.5
Airport10,18.5
Airport10,7.333333333
Airport05,14.66666667
Airport08,17.5
Airport19,12.5
Airport08,16.66666667
Airport08,78.5
Airport08,65
Airport08,17
Airport10,11
Airport10,16.33333333
Airport08,33.33333333
Airport05,15.5
Airport04,16
Airport01,21
Airport10,11.5
Airport05,15
Airport08,16
Airport11,43.5
Airport05,11.66666667
Airport10,39
Airport19,6
Airport15,4
Airport08,7
Airport10,5.666666667
Airport05,12
Airport08,27.5
Airport10,19.33333333
Airport05,7.666666667
Airport10,30
Airport18,37.5
Airport10,18.33333333
Airport10,22.5
Airport08,60.66666667
Airport05,22.5
Airport10,11
Airport10,19.5
Airport10,27
Airport10,7.333333333
Airport19,5
Airport10,11.33333333
Airport05,6
Airport16,6.5
Airport08,32.5
Airport05,41
Airport10,9
Airport10,11.5
Airport08,72.5
Airport10,37.5
Airport05,98.5
Airport10,50
Airport10,69
Airport05,39.5
Airport05,10
Airport05,65.5
Airport10,42.5
Airport15,14
Airport08,5.333333333
Airport19,7.5
Airport18,80
Airport05,26.66666667
Airport10,125.6666667
Airport05,7.5
Airport05,27
Airport10,22.5
Airport10,102
Airport10,99.5
Airport05,75
Airport08,2.5
Airport10,36
Airport08,2.5
Airport05,5
Airport05,28.5
Airport10,75
Airport10,14.5
Airport10,37.5
Airport08,17.66666667
Airport19,10
Airport10,43.5
Airport10,155.5
Airport05,25
Airport07,32.5
Airport08,10.66666667
Airport08,5
Airport10,26
Airport10,68.5
Airport05,37.5
Airport05,95
Airport12,8.5
Airport08,3
Airport10,32.5
Airport10,39
Airport10,59
Airport10,18.5
Airport10,35.66666667
Airport10,16.5
Airport05,7.5
Airport05,4.5
Airport08,7.5
Airport10,46.33333333
Airport05,16
Airport05,13.5
Airport19,8.5
Airport08,22
Airport08,25
Airport08,37.5
Airport10,59.33333333
Airport10,34
Airport08,21
Airport05,23.5
Airport08,15
Airport08,20
Airport08,18.5
Airport10,30.5
Airport19,60
Airport05,6.5
Airport08,19
Airport10,7.333333333
Airport05,3
Airport05,5
Airport08,8.5
Airport14,27.5
Airport10,7.5
Airport05,6
Airport05,8
Airport10,43.66666667
Airport08,92
Airport08,39.5
Airport03,22
Airport05,10.5
Airport10,26
Airport10,79
Airport05,15
Airport05,25
Airport11,10
Airport05,9.5
Airport07,191
Airport08,7
Airport10,11.66666667
Airport10,17.5
Airport08,7.666666667
Airport10,5.5
Airport05,5
Airport10,57.5
Airport08,2.666666667
Airport10,8
Airport05,3.666666667
Airport10,22
Airport10,20.66666667
Airport10,12.5
Airport10,14.5
Airport11,5
Airport19,37.5
Airport19,15
Airport05,17.5
Airport10,35
Airport03,10.5
Airport05,7.5
Airport08,2.666666667
Airport08,72.5
Airport05,17.5
Airport05,6.333333333
Airport08,3.666666667
Airport07,15
Airport05,34
Airport10,9
Airport19,20
Airport05,22.5
Airport05,5
Airport05,10
Airport08,4.333333333
Airport11,4
Airport19,12.5
Airport05,29.33333333
Airport05,23.5
Airport05,32
Airport05,15
Airport15,11.66666667
Airport10,67
Airport05,15
Airport19,36.5
Airport05,27.5
Airport10,5
Airport10,6.666666667
Airport05,6.5
Airport19,135
Airport10,146.5
Airport05,17
Airport20,17.5
Airport05,4
Airport05,28
Airport10,40.33333333
Airport10,43.5
Airport10,17.5
Airport10,35.33333333
Airport05,2
Airport14,16.33333333
Airport05,8.666666667
Airport05,4
Airport05,8.5
Airport05,9
Airport05,5.5
Airport04,16.33333333
Airport08,35
Airport05,8.666666667
Airport10,13
Airport05,13.5
Airport09,6
Airport10,6.666666667
Airport05,10
Airport08,4.333333333
Airport05,25
Airport10,15.33333333
Airport10,14.66666667
Airport08,5.333333333
Airport08,5.333333333
Airport10,5
Airport08,116.5
Airport05,11
Airport19,9
Airport10,10.33333333
Airport10,3
Airport10,15.66666667
Airport10,17.5
Airport10,15.33333333
Airport05,5
Airport08,72.66666667
Airport05,9
Airport05,10
Airport05,11.33333333
Airport08,22.5
Airport10,22.5
Airport08,3
Airport05,22.5
Airport08,34
Airport10,69
Airport19,5
Airport19,8.333333333
Airport10,12
Airport10,18.33333333
Airport05,17.5
Airport10,9
Airport08,14
Airport10,20.33333333
Airport20,17
Airport16,7.5
Airport10,19
Airport10,18.66666667
Airport19,5
Airport08,8.5
Airport10,4
Airport10,4.333333333
Airport10,21.66666667
Airport08,4.666666667
Airport10,22.5
Airport05,14.5
Airport10,24.5
Airport05,17.5
Airport05,11
Airport08,20.5
Airport10,41.5
Airport08,18.33333333
Airport10,6
Airport11,14
Airport02,15
Airport08,19
Airport08,10
Airport05,19
Airport10,5.666666667
Airport10,15.33333333
Airport10,7.5
Airport05,5
Airport10,4
Airport11,25
Airport08,45
Airport05,10.66666667
Airport10,11.66666667
Airport10,18.66666667
Airport04,13
Airport05,32
Airport05,3.333333333
Airport04,8.333333333
Airport05,30
Airport05,8.333333333
Airport19,121.6666667
Airport08,3
Airport05,14
Airport05,30
Airport05,10
Airport05,16.66666667
Airport10,10.66666667
Airport19,55
Airport08,8
Airport05,5
Airport05,9.666666667
Airport05,15
Airport05,10.66666667
Airport05,81
Airport10,9.333333333
Airport10,11
Airport05,25.66666667
Airport10,8.666666667
Airport05,3.666666667
Airport10,10.33333333
Airport05,38.33333333
Airport05,5
Airport10,11.66666667
Airport10,14.33333333
Airport10,11
Airport05,6.666666667
Airport10,5
Airport05,14
Airport05,6.666666667
Airport10,5
Airport10,4.333333333
Airport05,23
Airport05,23.66666667
Airport10,3
Airport05,19.66666667
Airport08,4
Airport10,15
Airport10,21.66666667
Airport18,11.66666667
Airport10,6
Airport10,6.666666667
Airport05,11.66666667
Airport11,8.333333333
Airport11,7.333333333
Airport05,4.666666667
Airport10,9
Airport10,5
Airport10,3.666666667
Airport10,21.66666667
Airport10,9.666666667
Airport08,4.333333333
Airport08,5.666666667
Airport12,23
Airport11,5
Airport19,12.33333333
Airport05,19
Airport05,8.333333333
Airport05,4.666666667
Airport05,7
Airport08,14
Airport10,6.333333333
Airport03,18.33333333
Airport10,6.333333333
Airport05,4
Airport10,9
Airport05,13.33333333
Airport05,8.333333333
Airport05,6.333333333
Airport16,4.333333333
Airport05,8
Airport05,6.333333333
Airport05,5
Airport06,4.666666667
Airport10,25.33333333
Airport05,10
Airport05,8.333333333
Airport08,3
Airport10,14
Airport05,7.333333333
Airport05,5.333333333
Airport05,11.66666667
Airport10,11
Airport05,3
Airport05,5.666666667
Airport10,20.33333333
Airport08,5
Airport05,6.333333333
Airport10,14
Airport05,5.666666667
Airport09,20
Airport05,3.666666667
Airport10,11
Airport05,13.33333333
Airport05,8.333333333
Airport10,11.66666667
Airport05,4.333333333
Airport10,5.666666667
Airport05,5.666666667
Airport05,3
Airport05,12
Airport10,6.666666667
Airport05,10
Airport05,18.33333333
Airport10,11.66666667
Airport05,11.66666667
Airport10,9
Airport06,9
Airport08,4.666666667
Airport20,15
Airport10,19.66666667
Airport05,4.333333333
Airport10,9.333333333
Airport05,4.333333333
Airport10,19.66666667
Airport04,6
Airport14,15
Airport05,5.333333333
Airport06,41.66666667
Airport06,9.333333333
Airport06,10
Airport06,12
Airport10,34
Airport10,5.666666667
Airport05,14
Airport06,17.66666667
Airport05,3.333333333
Airport10,5.666666667
Airport08,2.333333333
Airport08,13
Airport10,31.66666667
Airport06,15
Airport05,7
Airport19,55
Airport05,4
Airport08,5.666666667
Airport05,3.333333333
Airport06,51.33333333
Airport06,13.33333333
Airport10,18
Airport10,16.33333333
Airport05,20
Airport05,6.666666667
Airport10,15.33333333
Airport05,30.66666667
Airport05,10
Airport08,6
Airport08,14.66666667
Airport10,8
Airport10,9.333333333
Airport05,11
Airport05,17
Airport06,39.66666667
Airport10,5.666666667
Airport11,35
Airport10,34.66666667
Airport19,4
Airport05,5
Airport05,7.333333333
Airport10,4.333333333
Airport05,7.666666667
Airport05,9.666666667
Airport10,20.33333333
Airport04,10
Airport05,4.333333333
Airport05,7.666666667
Airport05,6.666666667
Airport05,3.666666667
Airport10,29.33333333
Airport08,12.66666667
Airport08,4.333333333
Airport06,16.66666667
Airport06,37.33333333
Airport10,7.666666667
Airport10,7
Airport08,31
Airport05,11.33333333
Airport10,17
Airport11,39.33333333
Airport10,48
Airport08,6.333333333
Airport05,9.333333333
Airport04,13.33333333
Airport08,5.666666667
Airport05,32
Airport10,27.66666667
Airport08,6
Airport08,7.333333333
Airport12,14.33333333
Airport08,9.333333333
Airport06,28.33333333
Airport10,11
Airport05,6.666666667
Airport05,15.66666667
Airport06,33.66666667
Airport05,23
Airport17,16.66666667
Airport05,4.333333333
Airport05,16
Airport05,7.666666667
Airport05,25.33333333
Airport10,33
Airport05,7.666666667
Airport05,14.66666667
Airport10,8.333333333
Airport10,15.66666667
Airport10,17
Airport05,11
Airport05,11.66666667
Airport05,14.33333333
Airport05,11.66666667
Airport05,16.66666667
Airport10,10
Airport10,9.333333333
Airport08,4.666666667
Airport05,6.666666667
Airport08,6.666666667
Airport10,33
Airport16,13.33333333
Airport08,67
Airport08,22.33333333
Airport03,14
Airport10,11.66666667
Airport10,1.666666667
Airport10,13
Airport06,11.33333333
Airport14,15
Airport05,8.666666667
Airport17,21.66666667
Airport10,12.33333333
Airport19,11.33333333
Airport05,5
Airport08,8.333333333
Airport05,13
Airport05,7
Airport08,15
Airport05,6.666666667
Airport06,8.333333333
Airport06,12.33333333
Airport08,2.666666667
Airport03,16.66666667
Airport08,11.33333333
Airport08,8.666666667
Airport08,13
Airport05,11
Airport10,5
Airport11,18.33333333
Airport18,18.33333333
Airport05,96.66666667
Airport05,4.333333333
Airport10,17
Airport10,7
Airport10,12.33333333
Airport06,5.333333333
Airport08,5.666666667
Airport03,10
Airport20,35
Airport18,20
Airport10,10
Airport08,4.666666667
Airport10,3
Airport08,14.33333333
Airport08,3.333333333
Airport10,4.666666667
Airport05,15.66666667
Airport05,8.333333333
Airport08,3.333333333
Airport10,6.666666667
Airport08,3.666666667
Airport10,27
Airport10,14
Airport05,26.33333333
Airport08,30
Airport08,3
Airport11,8.333333333
Airport08,8.333333333
Airport10,6.666666667
Airport01,171.6666667
Airport08,6.666666667
Airport10,16
Airport08,3
Airport05,9.666666667
Airport10,11
Airport10,29.33333333
Airport06,6
Airport05,2.333333333
Airport08,19.66666667
Airport18,6.666666667
Airport08,12
Airport08,6.333333333
Airport10,8.333333333
Airport10,11.33333333
Airport06,11.66666667
Airport06,6.666666667
Airport17,49.33333333
Airport04,6
Airport17,13.33333333
Airport08,20
Airport10,10.33333333
Airport08,4
Airport08,4.666666667
Airport10,10.33333333
Airport10,7
Airport17,43.33333333
Airport10,12
Airport14,30
Airport03,35
Airport06,6
Airport06,18.33333333
Airport05,4.666666667
Airport08,8.333333333
Airport10,36.33333333
Airport19,14
Airport05,17.33333333
Airport05,3.333333333
Airport05,4.333333333
Airport08,7.333333333
Airport05,11.66666667
Airport10,17
Airport10,14
Airport19,24.66666667
Airport10,11.66666667
Airport10,17.33333333
Airport05,11.66666667
Airport10,4.666666667
Airport10,7
Airport10,9
Airport19,4.333333333
Airport10,7.333333333
Airport08,4.666666667
Airport05,5.333333333
Airport10,21.33333333
Airport08,6.333333333
Airport05,5
Airport10,5.333333333
Airport10,15
Airport05,15.33333333
Airport10,24.66666667
Airport05,10.66666667
Airport10,4.333333333
Airport10,4.333333333
Airport10,6.333333333
Airport10,14.33333333
Airport05,8
Airport10,11.66666667
Airport06,10.33333333
Airport08,6.333333333
Airport10,12.33333333
Airport05,3
Airport10,4.333333333
Airport10,10
Airport10,16.33333333
Airport05,4
Airport06,8.666666667
Airport10,3.666666667
Airport10,10.33333333
Airport05,7.666666667
Airport10,9.333333333
Airport10,35.66666667
Airport10,12.33333333
Airport03,7.333333333
Airport05,2.666666667
Airport08,3.666666667
Airport17,8.333333333
Airport05,6
Airport05,3.333333333
Airport03,16.66666667
Airport05,3.666666667
Airport05,12.33333333
Airport05,5
Airport11,5
Airport09,8.333333333
Airport05,11
Airport19,6.666666667
Airport10,12.33333333
Airport10,9.666666667
Airport05,4.666666667
Airport08,38.33333333
Airport10,10
Airport10,12.66666667
Airport05,3.333333333
Airport10,86.66666667
Airport10,22
Airport10,14.33333333
Airport05,5
Airport05,3.333333333
Airport10,31
Airport10,4.666666667
Airport10,11
Airport10,23.66666667
Airport10,4.333333333
Airport10,10
Airport08,21.66666667
Airport10,11
Airport05,9.333333333
Airport10,9.666666667
Airport10,10
Airport08,7.333333333
Airport05,6.666666667
Airport10,24.66666667
Airport10,7.333333333
Airport05,5
Airport10,10
Airport10,10
Airport05,5
Airport05,4.333333333
Airport05,18.33333333
Airport05,22
Airport05,21
Airport05,35
Airport05,16.66666667
Airport05,13.33333333
Airport11,10
Airport10,5.666666667
Airport08,4.666666667
Airport10,3.333333333
Airport10,13.33333333
Airport10,8.333333333
Airport10,8.666666667
Airport10,8.333333333
Airport10,19.66666667
Airport10,13
Airport10,9.666666667
Airport10,23.66666667
Airport10,7.666666667
Airport08,10
Airport10,22.33333333
Airport08,22.66666667
Airport10,15
Airport10,10.66666667
Airport10,8.333333333
Airport10,12.33333333
Airport05,3.333333333
Airport05,20.33333333
Airport05,21.66666667
Airport10,16
Airport10,11
Airport05,7.666666667
Airport05,5
Airport10,23
Airport02,7.666666667
Airport05,10
Airport05,26.66666667
Airport05,25
Airport08,10.66666667
Airport10,26
Airport10,7.333333333
Airport05,22.66666667
Airport08,7
Airport08,2.666666667
Airport05,7.333333333
Airport05,4.666666667
Airport05,15
Airport10,14
Airport12,308
Airport10,41.66666667
Airport08,7.333333333
Airport08,5.666666667
Airport08,20
Airport10,12.66666667
Airport05,25
Airport10,10
Airport10,5.333333333
Airport10,5
Airport05,11.33333333
Airport19,8.333333333
